website|weeknumber|activity_level_label|url|season|statename|activity_level|weekend
Influenza in Indiana|50|Minimal|http://www.in.gov/isdh/22104.htm|2013-14|Indiana|1|Dec-14-2013
Iowa Influenza Surveillance Network|50|Minimal|http://idph.iowa.gov/influenza/surveillance|2013-14|Iowa|1|Dec-14-2013
Weekly Surveillance Updates|50|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2013-14|Maine|1|Dec-14-2013
Influenza Surveillance|50|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2013-14|Maryland|1|Dec-14-2013
Influenza Activity and Surveillance|50|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2013-14|Michigan|1|Dec-14-2013
Weekly Influenza Activity: Statistics|50|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2013-14|Minnesota|1|Dec-14-2013
Influenza: What You Need to Know|50|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2013-14|Montana|1|Dec-14-2013
Weekly Flu Report|50|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2013-14|Nebraska|1|Dec-14-2013
Influenza Control and Surveillance|50|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2013-14|New Hampshire|1|Dec-14-2013
Seasonal Influenza - Surveillance|50|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2013-14|New Jersey|1|Dec-14-2013
Influenza Activity, Surveillance and Reports|50|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2013-14|New York|1|Dec-14-2013
Influenza in Indiana|49|Minimal|http://www.in.gov/isdh/22104.htm|2013-14|Indiana|1|Dec-07-2013
Iowa Influenza Surveillance Network|49|Minimal|http://idph.iowa.gov/influenza/surveillance|2013-14|Iowa|1|Dec-07-2013
Influenza Information|49|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2013-14|Kansas|1|Dec-07-2013
Weekly Surveillance Updates|49|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2013-14|Maine|1|Dec-07-2013
Influenza Surveillance|49|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2013-14|Maryland|1|Dec-07-2013
Influenza Surveillance Data|49|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2013-14|Massachusetts|1|Dec-07-2013
Influenza Control and Surveillance|49|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2013-14|New Hampshire|1|Dec-07-2013
Seasonal Influenza - Surveillance|49|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2013-14|New Jersey|1|Dec-07-2013
Flu in New Mexico|49|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2013-14|New Mexico|1|Dec-07-2013
Influenza Activity, Surveillance and Reports|49|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2013-14|New York|1|Dec-07-2013
North Carolina Influenza Update|49|Minimal|http://www.flu.nc.gov/ |2013-14|North Carolina|1|Dec-07-2013
Influenza|49|Minimal|http://www.ndflu.com/default.aspx|2013-14|North Dakota|1|Dec-07-2013
Influenza Information|49|Minimal|http://www.flu.ohio.gov |2013-14|Ohio|1|Dec-07-2013
Weekly Influenza Activity: Statistics|49|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2013-14|Minnesota|1|Dec-07-2013
Influenza: What You Need to Know|49|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2013-14|Montana|1|Dec-07-2013
Weekly Flu Report|49|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2013-14|Nebraska|1|Dec-07-2013
Influenza Disease Surveillance Data|49|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2013-14|Oregon|1|Dec-07-2013
Influenza Weekly Report |49|Minimal|http://www.flufreepa.com|2013-14|Pennsylvania|1|Dec-07-2013
Influenza Surveillance|49|Minimal|http://www.health.ri.gov/data/flu/index.php|2013-14|Rhode Island|1|Dec-07-2013
Influenza Information|49|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2013-14|South Dakota|1|Dec-07-2013
Influenza Update|49|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2013-14|Washington|1|Dec-07-2013
Current Influenza Surveillance|49|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2013-14|West Virginia|1|Dec-07-2013
Tracking Influenza in Wisconsin|49|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2013-14|Wisconsin|1|Dec-07-2013
Influenza|49|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2013-14|Wyoming|1|Dec-07-2013
Flu Activity|48|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2013-14|Vermont|1|Nov-30-2013
Influenza Surveillance Report|49|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2013-14|Alaska|1|Dec-07-2013
Influenza & RSV Surveillance|49|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2013-14|Arizona|1|Dec-07-2013
Influenza (Flu)|49|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2013-14|California|1|Dec-07-2013
Flu Statistics|49|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|1|Dec-07-2013
Weekly Influenza Surveillance Reports|49|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2013-14|Florida|1|Dec-07-2013
Hawaii's Influenza Surveillance Program|49|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2013-14|Hawaii|1|Dec-07-2013
Influenza|49|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|1|Dec-07-2013
Flu in New Mexico|48|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2013-14|New Mexico|1|Nov-30-2013
Influenza Activity, Surveillance and Reports|48|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2013-14|New York|1|Nov-30-2013
North Carolina Influenza Update|48|Minimal|http://www.flu.nc.gov/ |2013-14|North Carolina|1|Nov-30-2013
Influenza|48|Minimal|http://www.ndflu.com/default.aspx|2013-14|North Dakota|1|Nov-30-2013
Influenza Information|48|Minimal|http://www.flu.ohio.gov |2013-14|Ohio|1|Nov-30-2013
Influenza Information|48|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2013-14|Oklahoma|1|Nov-30-2013
Influenza Disease Surveillance Data|48|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2013-14|Oregon|1|Nov-30-2013
Influenza Weekly Report |48|Minimal|http://www.flufreepa.com|2013-14|Pennsylvania|1|Nov-30-2013
Influenza Surveillance|48|Minimal|http://www.health.ri.gov/data/flu/index.php|2013-14|Rhode Island|1|Nov-30-2013
Influenza Information|48|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2013-14|South Dakota|1|Nov-30-2013
Influenza-Like Illness Surveillance Summary Archive|48|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2013-14|Tennessee|1|Nov-30-2013
Influenza Update|48|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2013-14|Washington|1|Nov-30-2013
Current Influenza Surveillance|48|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2013-14|West Virginia|1|Nov-30-2013
Tracking Influenza in Wisconsin|48|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2013-14|Wisconsin|1|Nov-30-2013
Influenza|48|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2013-14|Wyoming|1|Nov-30-2013
Flu Activity|47|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2013-14|Vermont|1|Nov-23-2013
Influenza Surveillance Report|48|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2013-14|Alaska|1|Nov-30-2013
Influenza & RSV Surveillance|48|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2013-14|Arizona|1|Nov-30-2013
Influenza (Flu)|48|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2013-14|California|1|Nov-30-2013
Flu Statistics|48|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|1|Nov-30-2013
Hawaii's Influenza Surveillance Program|48|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2013-14|Hawaii|1|Nov-30-2013
Influenza|48|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|1|Nov-30-2013
Influenza in Indiana|48|Minimal|http://www.in.gov/isdh/22104.htm|2013-14|Indiana|1|Nov-30-2013
Iowa Influenza Surveillance Network|48|Minimal|http://idph.iowa.gov/influenza/surveillance|2013-14|Iowa|1|Nov-30-2013
Influenza Information|48|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2013-14|Kansas|1|Nov-30-2013
Influenza - Flu|48|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2013-14|Kentucky|1|Nov-30-2013
Weekly Surveillance Updates|48|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2013-14|Maine|1|Nov-30-2013
Influenza Surveillance|48|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2013-14|Maryland|1|Nov-30-2013
Influenza Surveillance Data|48|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2013-14|Massachusetts|1|Nov-30-2013
Influenza Data & Statistical Reports |48|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2013-14|Missouri|1|Nov-30-2013
Influenza: What You Need to Know|48|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2013-14|Montana|1|Nov-30-2013
Weekly Flu Report|48|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2013-14|Nebraska|1|Nov-30-2013
Weekly Influenza Activity: Statistics|48|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2013-14|Minnesota|1|Nov-30-2013
Influenza Control and Surveillance|48|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2013-14|New Hampshire|1|Nov-30-2013
Influenza Surveillance Report|47|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2013-14|Alaska|1|Nov-23-2013
Influenza & RSV Surveillance|47|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2013-14|Arizona|1|Nov-23-2013
Communicable Disease and Immunizations|47|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2013-14|Arkansas|1|Nov-23-2013
Influenza (Flu)|47|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2013-14|California|1|Nov-23-2013
Flu Activity|46|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2013-14|Vermont|1|Nov-16-2013
Influenza Update|46|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2013-14|Washington|1|Nov-16-2013
Current Influenza Surveillance|46|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2013-14|West Virginia|1|Nov-16-2013
Tracking Influenza in Wisconsin|46|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2013-14|Wisconsin|1|Nov-16-2013
Influenza|46|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2013-14|Wyoming|1|Nov-16-2013
Influenza Data & Statistical Reports |46|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2013-14|Missouri|1|Nov-16-2013
Influenza: What You Need to Know|46|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2013-14|Montana|1|Nov-16-2013
Weekly Flu Report|46|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2013-14|Nebraska|1|Nov-16-2013
Influenza (Flu): Surveillance, News Releases and Brochures|46|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2013-14|Nevada|1|Nov-16-2013
Influenza Control and Surveillance|46|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2013-14|New Hampshire|1|Nov-16-2013
Seasonal Influenza - Surveillance|46|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2013-14|New Jersey|1|Nov-16-2013
Flu in New Mexico|46|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2013-14|New Mexico|1|Nov-16-2013
Influenza Activity, Surveillance and Reports|46|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2013-14|New York|1|Nov-16-2013
North Carolina Influenza Update|46|Minimal|http://www.flu.nc.gov/ |2013-14|North Carolina|1|Nov-16-2013
Influenza|46|Minimal|http://www.ndflu.com/default.aspx|2013-14|North Dakota|1|Nov-16-2013
Influenza Information|46|Minimal|http://www.flu.ohio.gov |2013-14|Ohio|1|Nov-16-2013
Weekly Surveillance Updates|46|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2013-14|Maine|1|Nov-16-2013
Influenza Surveillance|46|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2013-14|Maryland|1|Nov-16-2013
Influenza Surveillance Data|46|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2013-14|Massachusetts|1|Nov-16-2013
Influenza Activity and Surveillance|46|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2013-14|Michigan|1|Nov-16-2013
Weekly Influenza Activity: Statistics|46|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2013-14|Minnesota|1|Nov-16-2013
Influenza Disease Surveillance Data|46|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2013-14|Oregon|1|Nov-16-2013
Influenza Weekly Report |46|Minimal|http://www.flufreepa.com|2013-14|Pennsylvania|1|Nov-16-2013
Influenza Surveillance|46|Minimal|http://www.health.ri.gov/data/flu/index.php|2013-14|Rhode Island|1|Nov-16-2013
Influenza Activity and Surveillance|46|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2013-14|South Carolina|1|Nov-16-2013
Influenza Information|46|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2013-14|South Dakota|1|Nov-16-2013
Influenza-Like Illness Surveillance Summary Archive|46|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2013-14|Tennessee|1|Nov-16-2013
Weekly Influenza Surveillance Reports|47|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2013-14|Florida|1|Nov-23-2013
Weekly Influenza Surveillance in Georgia|47|Minimal|https://dph.georgia.gov/flu-activity-georgia|2013-14|Georgia|1|Nov-23-2013
Hawaii's Influenza Surveillance Program|47|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2013-14|Hawaii|1|Nov-23-2013
Influenza|47|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|1|Nov-23-2013
Seasonal Influenza Surveillance Reports|47|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2013-14|Illinois|1|Nov-23-2013
Influenza in Indiana|47|Minimal|http://www.in.gov/isdh/22104.htm|2013-14|Indiana|1|Nov-23-2013
Iowa Influenza Surveillance Network|47|Minimal|http://idph.iowa.gov/influenza/surveillance|2013-14|Iowa|1|Nov-23-2013
Influenza Information|47|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2013-14|Kansas|1|Nov-23-2013
Influenza Data & Statistical Reports |47|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2013-14|Missouri|1|Nov-23-2013
Influenza: What You Need to Know|47|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2013-14|Montana|1|Nov-23-2013
Weekly Flu Report|47|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2013-14|Nebraska|1|Nov-23-2013
Influenza (Flu): Surveillance, News Releases and Brochures|47|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2013-14|Nevada|1|Nov-23-2013
Influenza Control and Surveillance|47|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2013-14|New Hampshire|1|Nov-23-2013
Seasonal Influenza - Surveillance|47|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2013-14|New Jersey|1|Nov-23-2013
Flu in New Mexico|47|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2013-14|New Mexico|1|Nov-23-2013
Influenza Activity, Surveillance and Reports|47|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2013-14|New York|1|Nov-23-2013
North Carolina Influenza Update|47|Minimal|http://www.flu.nc.gov/ |2013-14|North Carolina|1|Nov-23-2013
Influenza|47|Minimal|http://www.ndflu.com/default.aspx|2013-14|North Dakota|1|Nov-23-2013
Influenza Information|47|Minimal|http://www.flu.ohio.gov |2013-14|Ohio|1|Nov-23-2013
Weekly Surveillance Updates|47|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2013-14|Maine|1|Nov-23-2013
Influenza Surveillance|47|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2013-14|Maryland|1|Nov-23-2013
Influenza Surveillance Data|47|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2013-14|Massachusetts|1|Nov-23-2013
Influenza Activity and Surveillance|47|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2013-14|Michigan|1|Nov-23-2013
Weekly Influenza Activity: Statistics|47|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2013-14|Minnesota|1|Nov-23-2013
Influenza Disease Surveillance Data|47|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2013-14|Oregon|1|Nov-23-2013
Influenza Weekly Report |47|Minimal|http://www.flufreepa.com|2013-14|Pennsylvania|1|Nov-23-2013
Influenza Surveillance|47|Minimal|http://www.health.ri.gov/data/flu/index.php|2013-14|Rhode Island|1|Nov-23-2013
Flu Statistics|47|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|1|Nov-23-2013
Weekly Influenza Surveillance Reports|47|Minimal|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2013-14|Delaware|1|Nov-23-2013
Influenza Information|47|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2013-14|South Dakota|1|Nov-23-2013
Influenza-Like Illness Surveillance Summary Archive|47|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2013-14|Tennessee|1|Nov-23-2013
Influenza Update|47|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2013-14|Washington|1|Nov-23-2013
Current Influenza Surveillance|47|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2013-14|West Virginia|1|Nov-23-2013
